-3.120269E-09,4.713279E-02
-3.119878E-09,4.664449E-02
-3.119488E-09,4.618061E-02
-3.119097E-09,4.570452E-02
-3.118706E-09,4.520402E-02
-3.118316E-09,4.467910E-02
-3.117925E-09,4.411756E-02
-3.117534E-09,4.354381E-02
-3.117144E-09,4.294565E-02
-3.116753E-09,4.235969E-02
-3.116363E-09,4.176153E-02
-3.115972E-09,4.116337E-02
-3.115581E-09,4.057741E-02
-3.115191E-09,4.000366E-02
-3.114800E-09,3.941771E-02
-3.114409E-09,3.883175E-02
-3.114019E-09,3.824580E-02
-3.113628E-09,3.765984E-02
-3.113238E-09,3.708609E-02
-3.112847E-09,3.651235E-02
-3.112456E-09,3.591418E-02
-3.112066E-09,3.529161E-02
-3.111675E-09,3.463241E-02
-3.111284E-09,3.394879E-02
-3.110894E-09,3.326518E-02
-3.110503E-09,3.256935E-02
-3.110113E-09,3.188574E-02
-3.109722E-09,3.120213E-02
-3.109331E-09,3.053072E-02
-3.108941E-09,2.985931E-02
-3.108550E-09,2.921232E-02
-3.108159E-09,2.855312E-02
-3.107769E-09,2.789392E-02
-3.107378E-09,2.722251E-02
-3.106988E-09,2.657552E-02
-3.106597E-09,2.592853E-02
-3.106206E-09,2.525712E-02
-3.105816E-09,2.456130E-02
-3.105425E-09,2.382885E-02
-3.105034E-09,2.307199E-02
-3.104644E-09,2.231514E-02
-3.104253E-09,2.154607E-02
-3.103863E-09,2.078921E-02
-3.103472E-09,2.004456E-02
-3.103081E-09,1.931211E-02
-3.102691E-09,1.859188E-02
-3.102300E-09,1.788385E-02
-3.101909E-09,1.717582E-02
-3.101519E-09,1.646779E-02
-3.101128E-09,1.574755E-02
-3.100738E-09,1.505173E-02
-3.100347E-09,1.434370E-02
-3.099956E-09,1.362346E-02
-3.099566E-09,1.287881E-02
-3.099175E-09,1.209754E-02
-3.098784E-09,1.130406E-02
-3.098394E-09,1.049837E-02
-3.098003E-09,9.69268E-03
-3.097613E-09,8.88699E-03
-3.097222E-09,8.10572E-03
-3.096831E-09,7.33665E-03
-3.096441E-09,6.60421E-03
-3.096050E-09,5.87176E-03
-3.095659E-09,5.13932E-03
-3.095269E-09,4.40687E-03
-3.094878E-09,3.66222E-03
-3.094488E-09,2.92978E-03
-3.094097E-09,2.20954E-03
-3.093706E-09,1.46489E-03
-3.093316E-09,6.9582E-04
-3.092925E-09,-9.766E-05
-3.092534E-09,-9.0335E-04
-3.092144E-09,-1.72124E-03
-3.091753E-09,-2.53914E-03
-3.091363E-09,-3.34483E-03
-3.090972E-09,-4.13831E-03
-3.090581E-09,-4.90738E-03
-3.090191E-09,-5.63982E-03
