Revision:0
Type:interpolation
Start:0
Points:15969
Count:1
XDispRange:9.999999717180685e-10
XDispOrg:-5e-10
XInc:3.90625e-13
XOrg:-3.118315106807123e-09
XUnits:Seconds
YDispRange:0.12490615993738174
YDispOrg:7.865051156841218e-05
YInc:-0.0005005039274692535
YOrg:0.04524064064025879
YUnits:Volts
YReference:1
Frame:N8900A:AT79587422
Date:2 JUL 2022
Time:12:42:11
Max Bandwidth:62000000000
Min Bandwidth:0
Data:
-3.118315106807123e-09,4.524064e-02
-3.117924481807123e-09,4.4740137e-02
-3.117533856807123e-09,4.4239633e-02
-3.117143231807123e-09,4.373913e-02
-3.116752606807123e-09,4.3214213e-02
-3.1163619818071228e-09,4.2664878e-02
-3.1159713568071228e-09,4.2078923e-02
-3.1155807318071227e-09,4.148076e-02
-3.115190106807123e-09,4.0858183e-02
-3.114799481807123e-09,4.0235605e-02
-3.114408856807123e-09,3.9625235e-02
-3.114018231807123e-09,3.9002657e-02
-3.113627606807123e-09,3.8392287e-02
-3.113236981807123e-09,3.7794124e-02
-3.112846356807123e-09,3.7195962e-02
-3.112455731807123e-09,3.658559e-02
-3.112065106807123e-09,3.598743e-02
-3.111674481807123e-09,3.537706e-02
-3.111283856807123e-09,3.4778897e-02
-3.1108932318071228e-09,3.419294e-02
-3.1105026068071228e-09,3.357036e-02
-3.1101119818071227e-09,3.292337e-02
-3.109721356807123e-09,3.225196e-02
-3.109330731807123e-09,3.155614e-02
-3.108940106807123e-09,3.084811e-02
-3.108549481807123e-09,3.0127874e-02
-3.108158856807123e-09,2.9419845e-02
-3.107768231807123e-09,2.8724022e-02
-3.107377606807123e-09,2.80282e-02
-3.106986981807123e-09,2.7356792e-02
-3.106596356807123e-09,2.6685385e-02
-3.106205731807123e-09,2.6013978e-02
-3.105815106807123e-09,2.534257e-02
-3.1054244818071228e-09,2.4658957e-02
-3.1050338568071228e-09,2.3999756e-02
-3.1046432318071227e-09,2.3328349e-02
-3.104252606807123e-09,2.2656942e-02
-3.103861981807123e-09,2.1936705e-02
-3.103471356807123e-09,2.1192053e-02
-3.103080731807123e-09,2.0435195e-02
-3.102690106807123e-09,1.965392e-02
-3.102299481807123e-09,1.8884854e-02
-3.101908856807123e-09,1.8115789e-02
-3.101518231807123e-09,1.7346721e-02
-3.101127606807123e-09,1.6614277e-02
-3.100736981807123e-09,1.5881833e-02
-3.100346356807123e-09,1.5173804e-02
-3.0999557318071228e-09,1.4453567e-02
-3.0995651068071228e-09,1.373333e-02
-3.0991744818071227e-09,1.3013093e-02
-3.098783856807123e-09,1.2305063e-02
-3.098393231807123e-09,1.15970345e-02
-3.098002606807123e-09,1.086459e-02
-3.097611981807123e-09,1.01077305e-02
-3.097221356807123e-09,9.326457e-03
-3.096830731807123e-09,8.520768e-03
-3.096440106807123e-09,7.7150795e-03
-3.096049481807123e-09,6.8971836e-03
-3.095658856807123e-09,6.1037024e-03
-3.095268231807123e-09,5.310221e-03
-3.094877606807123e-09,4.5411545e-03
-3.0944869818071228e-09,3.7965027e-03
-3.0940963568071228e-09,3.0640585e-03
-3.0937057318071227e-09,2.3316143e-03
-3.093315106807123e-09,1.5991699e-03
-3.092924481807123e-09,8.545183e-04
-3.092533856807123e-09,1.2207404e-04
-3.092143231807123e-09,-6.103702e-04
-3.091752606807123e-09,-1.3428145e-03
-3.091361981807123e-09,-2.111881e-03
-3.090971356807123e-09,-2.9053623e-03
-3.090580731807123e-09,-3.7110508e-03
-3.090190106807123e-09,-4.528947e-03
-3.089799481807123e-09,-5.346843e-03
-3.089408856807123e-09,-6.1525316e-03
-3.089018231807123e-09,-6.9338055e-03
-3.0886276068071228e-09,-7.702872e-03
-3.0882369818071227e-09,-8.435316e-03
-3.087846356807123e-09,-9.155553e-03
-3.087455731807123e-09,-9.87579e-03
-3.087065106807123e-09,-1.0608234e-02
-3.086674481807123e-09,-1.1340679e-02
-3.086283856807123e-09,-1.2060915e-02
-3.085893231807123e-09,-1.27811525e-02
-3.085502606807123e-09,-1.3513597e-02
-3.085111981807123e-09,-1.4258248e-02
-3.084721356807123e-09,-1.5027314e-02
-3.084330731807123e-09,-1.5808588e-02
-3.083940106807123e-09,-1.660207e-02
-3.083549481807123e-09,-1.7383344e-02
-3.0831588568071228e-09,-1.8164618e-02
-3.0827682318071227e-09,-1.8921476e-02
-3.082377606807123e-09,-1.965392e-02
-3.081986981807123e-09,-2.0349743e-02
-3.081596356807123e-09,-2.1033358e-02
-3.081205731807123e-09,-2.1716973e-02
-3.080815106807123e-09,-2.2400588e-02
-3.080424481807123e-09,-2.3096409e-02
-3.080033856807123e-09,-2.3780024e-02
-3.079643231807123e-09,-2.4463639e-02
-3.079252606807123e-09,-2.515946e-02
